revision_id,revision_timestamp,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37
2176,10 Apr 2008 22:14,,,,,,,,,,,,,"}} The effective use of condoms and screening of blood transfusion in North America, Western and Central Europe is credited with contributing to the low rates of AIDS in these regions. Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most noticeably the Roman Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. Defenders of the Catholic Church's role in AIDS and general STD prevention state that, while they may be against the use of contraception, they are strong advocates of abstinence outside marriage.",,,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms, because they dissolve the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants can however be used with polyurethane condoms.","With consistent and correct use of condoms, there is a very low risk of HIV infection. Studies on couples where one partner is infected show that with consistent condom use, HIV infection rates for the uninfected partner are below 1% per year.","During a sexual act, male or female condoms are considered the best means to reduce the chances of infection with HIV and other STDs and the chances of becoming pregnant. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.",,"The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina. The female condom contains an inner ring, which keeps the condom in place inside the vagina – inserting the female condom requires squeezing this ring. However, at present availability of female condoms is very low and the price remains prohibitive for many women. Preliminary studies suggest that, where female condoms are available, overall protected sexual acts increase relative to unprotected sexual acts, making them an important HIV prevention strategy.","}} Latex condoms degrade over time, making them porous, which is why condoms have expiration dates. In Europe and the United States, condoms have to conform to European (EC 600) or American (D3492) standards to be considered protective against HIV transmission.",,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity,"}},,,,,,,,,,,,,,
1946,6 Sep 2008 11:53,,,,,,,,,,,,,,,,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms, because they dissolve the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants can however be used with polyurethane condoms.",,"During a sexual act, only male or female condoms can reduce the chances of infection with HIV and other STDs and the chances of becoming pregnant. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.",,"The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina. The female condom contains an inner ring, which keeps the condom in place inside the vagina – inserting the female condom requires squeezing this ring. However, at present availability of female condoms is very low and the price remains prohibitive for many women. Preliminary studies suggest that, where female condoms are available, overall protected sexual acts increase relative to unprotected sexual acts, making them an important HIV prevention strategy.",,,,,,,,,,,,,,,,,
1883,22 Dec 2008 15:16,,,,,,,,,,,,,,,,,,"During a sexual act, only male or female condoms can reduce the chances of infection with HIV and other STDs and the chances of becoming pregnant. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.",,"The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina. The female condom contains an inner ring, which keeps the condom in place inside the vagina – inserting the female condom requires squeezing this ring. However, at present availability of female condoms is very low and the price remains prohibitive for many women. Preliminary studies suggest that, where female condoms are available, overall protected sexual acts increase relative to unprotected sexual acts, making them an important HIV prevention strategy.",,,,,,,,,,,,,,,,,
1867,2 Jan 2009 05:40,,,,,,,,,,,,,,"The female condom contains an inner ring, which keeps the condom in place inside the vagina – inserting the female condom requires squeezing this ring. However, at present availability of female condoms is very low and the price remains prohibitive for many women.",,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms, because they dissolve the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants.",,,,"The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina.",,,,,,,,,,,"Preliminary studies suggest that, where female condoms are available, overall protected sexual acts increase relative to unprotected sexual acts, making them an important HIV prevention strategy.",,,,,,
1844,11 Feb 2009 13:44,,,,,,,,,,,,,,,,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms, because they dissolve the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants.",,"During a sexual act, only male or female condoms can reduce the chances of infection with HIV and other STDs and the chances of becoming pregnant. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.",,"The female condom contains an inner ring, which keeps the condom in place inside the vagina – inserting the female condom requires squeezing this ring. However, at present availability of female condoms is very low and the price remains prohibitive for many women.",,,,,,,,,,,"Preliminary studies suggest that, where female condoms are available, overall protected sexual acts increase relative to unprotected sexual acts, making them an important HIV prevention strategy.","}} Sexual assault greatly increases the risk of HIV transmission as condoms are rarely employed and physical trauma to the vagina occurs frequently, facilitating the transmission of HIV. Sexual assault greatly increases the risk of HIV transmission as condoms are rarely employed and physical trauma to the vagina or rectum occurs frequently, facilitating the transmission of HIV.",,,,,
1746,18 Oct 2009 20:17,,,,,,,,,,,,,,,,,,,,"The female condom contains an inner ring, which keeps the condom in place inside the vagina – inserting the female condom requires squeezing this ring. However, in some countries female condoms are not commonly available.",,,,,,,,,,,,,,,,,
1682,22 Dec 2009 00:48,,,,,,,,,,,,,,"The female condom contains an inner ring, which keeps the condom in place inside the vagina – inserting the female condom requires squeezing this ring. However, at present availability of female condoms is very low and the price remains prohibitive for many women.",,,,,,,,,,,,,,,,,,,,,,,
1634,21 Apr 2010 05:32,,,,,,,,,,,,,,"Female condoms are commonly made from polyurethane, but are also made from nitrile and latex. They are larger than male condoms and have a stiffened ring-shaped opening with an inner ring designed to be inserted into the vagina keeping the condom in place; inserting the female condom requires squeezing this ring. Female condoms have been shown to be an important HIV prevention strategy by preliminary studies which suggest that overall protected sexual acts increase relative to unprotected sexual acts where female condoms are available. At present, availability of female condoms is very low and the price remains prohibitive for many women.",,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms, because they dissolve the latex, making the condoms porous. If lubrication is desired, manufacturers recommend using water-based lubricants. Oil-based lubricants can be used with polyurethane condoms.",,"During a sexual act, only male or female condoms can reduce the risk of infection with HIV and other STDs. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.",,,,,,,,,,,,,,,,,,,
1539,21 Aug 2010 18:11,,,,,,,,,,,,,,,,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms, because they dissolve the latex, making the condoms porous. If lubrication is desired, manufacturers recommend using water-based lubricants. Oil-based lubricants can be used with polyurethane condoms.",,,,,,,,,,,,,,,,,,,,,
1533,23 Sep 2010 16:54,,,,,,,,,,,,,,,,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms, because they dissolve the latex, making the condoms porous. If lubrication is desired, manufacturers recommend using water-based lubricants. Oil-based lubricants can be used with polyurethane condoms.",,,,,,,,,,,,,,,,,,,,,
1526,27 Sep 2010 20:49,,,,,,,,,,,,,,"Female condoms are commonly made from polyurethane, but are also made from nitrile and latex. They are larger than male condoms and have a stiffened ring-shaped opening with an inner ring designed to be inserted into the vagina keeping the condom in place; inserting the female condom requires squeezing this ring. Female condoms have been shown to be an important HIV prevention strategy by preliminary studies which suggest that overall protected sexual acts increase relative to unprotected sexual acts where female condoms are available. At present, availability of female condoms is very low and the price remains prohibitive for many women.",,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms, because they dissolve the latex, making the condoms porous. If lubrication is desired, manufacturers recommend using water-based lubricants. Oil-based lubricants can be used with polyurethane condoms.",,"During a sexual act, only male or female condoms can reduce the risk of infection with HIV and other STDs. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.",,,,,,,,,,,,,,"}} Sexual assault greatly increases the risk of HIV transmission as condoms are rarely employed and physical trauma to the vagina or rectum occurs frequently, facilitating the transmission of HIV.",,,,,
1355,29 Jul 2011 17:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sexual assault greatly increases the risk of HIV transmission as condoms are rarely employed and physical trauma to the vagina or rectum occurs frequently, facilitating the transmission of HIV.","Due to the difficulty in treating HIV infection, preventing infection is a key aim in controlling the AIDS pandemic, with health organizations promoting safe sex and needle-exchange programmes in attempts to slow the spread of the virus. Scientists know exactly how it's transmitted, who is most at risk and how to prevent it. Experts say that giving out condoms and needle-exchange programs give the wrong message: That the behavior is ""ok"" as long as it's ""safe"".http://www.wnd.com/?pageId=20701",,,,
1319,6 Oct 2011 14:18,,,,,,,,,,,,,,,,,,"During a sexual act, only male or female condoms can reduce the risk of infection with HIV and other STDs. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.",,,,,,,,,,,,,,"}} Sexual assault greatly increases the risk of HIV transmission as condoms are rarely employed and physical trauma to the vagina or rectum occurs frequently, facilitating the transmission of HIV.",,,,,
1248,1 Nov 2011 16:18,,,,,,,,,,,,,,,,,,"During a sexual act, only male or female condoms can reduce the risk of infection with HIV and other STDs. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.",,,,,,,,,,,,,,,,,,,
1247,1 Nov 2011 17:02,,,,,,,,,,,,,,,,,,"During a sexual act, only male or female condoms can reduce the risk of infection with HIV and other STDs. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on e",,,,,,,,,,,,,,,,,,,
1246,1 Nov 2011 17:59,,,,,,,,,,,,,,,,,,"During a sexual act, only male or female condoms can reduce the risk of infection with HIV and other STDs. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occas",,,,,,,,,,,,,,,,,,,
1244,1 Nov 2011 18:38,,,,,,,,,,,,,,,,,,"During a sexual act, only male or female condoms can reduce the risk of infection with HIV and other STDs. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.{",,,,,,,,,,,,,,,,,,,
1144,27 May 2012 05:02,,,,,,,,,,,,,,"Female condoms are commonly made from polyurethane, but are also made from nitrile and latex. They are larger than male condoms and have a stiffened ring-shaped opening with an inner ring designed to be inserted into the vagina keeping the condom in place; inserting the female condom requires squeezing this ring. Female condoms have been shown to be an important HIV prevention strategy by preliminary studies which suggest that overall protected sexual acts increase relative to unprotected sexual acts where female condoms are available. At present, availability of female condoms is very low and the price remains prohibitive for many women.",,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms, because they dissolve the latex, making the condoms porous. If lubrication is desired, manufacturers recommend using water-based lubricants. Oil-based lubricants can be used with polyurethane condoms.",,"During a sexual act, only male or female condoms can reduce the risk of infection with HIV and other STDs. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion. Studies on couples where one partner is infected show that with consistent condom use, HIV infection rates for the uninfected partner are below 1% per year. Prevention strategies are well known in developed countries, but epidemiological and behavioral studies in Europe and North America suggest that a substantial minority of young people continue to engage in high-risk practices despite HIV/AIDS knowledge, underestimating their own risk of becoming infected with HIV.",,,,,,,,,,,,,,,,,,,
1064,30 May 2012 10:09,,,,,,,,,,,,,,"Female condoms have been shown to be an important HIV prevention strategy by preliminary studies which suggest that overall protected sexual acts increase relative to unprotected sexual acts where female condoms are available. At present, availability of female condoms is very low and the price remains prohibitive for many women.",,,,,,,,,,,,,,,,,,,,,,,
1057,30 May 2012 11:55,,,,,,,,,,,,,,"Female condoms have been shown to be an important HIV prevention strategy by preliminary studies which suggest that overall protected sexual acts increase relative to unprotected sexual acts where female condoms are available. At present, availability of female condoms is very low and the price remains prohibitive for many women.",,,,,,,,,,,,,,,,,,"}} Sexual assault greatly increases the risk of HIV transmission as condoms are rarely employed and physical trauma to the vagina or rectum occurs frequently, facilitating the transmission of HIV.",,,,,
1051,30 May 2012 15:34,,,,,,,,,,,,,,"Female condoms have been shown to be an important HIV prevention strategy by preliminary studies which suggest that overall protected sexual acts increase relative to unprotected sexual acts where female condoms are available. At present, availability of female condoms is very low and the price remains prohibitive for many women.",,,,,,,,,,,,,,,,,,,,,,,
1050,30 May 2012 15:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some data supports the equivalence of female condoms and latex condoms however the evidence is not definitive. At present, availability of female condoms is very low and the price remains prohibitive for many women.",,,
1049,30 May 2012 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some data supports the equivalence of female condoms and latex condoms however the evidence is not definitive. At present, availability of female condoms is very low and the price remains prohibitive for many women.",,,
1048,31 May 2012 08:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms and latex condoms however the evidence is not definitive.",,,
1046,31 May 2012 08:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive.",,,
1045,31 May 2012 08:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9 may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation.",,,
1041,31 May 2012 09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation.",,,
1038,1 Jun 2012 07:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation. A vaginal gel containing tenofovir, a reverse transcriptase inhibitor, when used immediately before sex, reduce infection rates by approximately 40% among Africa women.",,,
1011,3 Jun 2012 04:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"}} Sexual assault greatly increases the risk of HIV transmission as condoms are rarely employed and physical trauma to the vagina or rectum occurs frequently, facilitating the transmission of HIV.",,,,,
1010,3 Jun 2012 05:14,,,,,,,,"However, oral sex is not entirely safe, as HIV can be transmitted through both insertive and receptive oral sex. Sexual assault greatly increases the risk of HIV transmission as condoms are rarely employed and physical trauma to the vagina or rectum occurs frequently, facilitating the transmission of HIV.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,3 Jun 2012 06:14,,,,,,,,"However, oral sex is not entirely safe, as HIV can be transmitted through both insertive and receptive oral sex. Sexual assault greatly increases the risk of HIV transmission as condoms are rarely employed and physical trauma to the vagina or rectum occurs frequently, facilitating the transmission of HIV.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,5 Jun 2012 16:43,,,,,,,,"However, oral sex is not entirely safe, as HIV can be transmitted through both insertive and receptive oral sex. Sexual assault greatly increases the risk of HIV transmission as condoms are rarely employed and physical trauma to the vagina or rectum occurs frequently, facilitating the transmission of HIV.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,6 Jun 2012 05:24,,,,,,,,"Sexual assault greatly increases the risk of HIV transmission as condoms are rarely employed and physical trauma to the vagina or rectum occurs frequently, facilitating the transmission of HIV.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Commercial sex exposure impact risk with rates of female-to-male transmission of ~2.4% per act and male-to-female transmission is ~0.08% per act. Sexual assault is believed to have an increased risk of HIV transmission as condoms are rarely employed, physical trauma to the vagina or rectum may occurs, and there may be a greater risk of concurrent sexually transmitted infections. Rough sex appears to increase the risk. Complacency about HIV plays a key role in HIV risk.",,
976,6 Jun 2012 06:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commercial sex exposure impact risk with rates of female-to-male transmission of ~2.4% per act and male-to-female transmission is ~0.08% per act. Sexual assault is believed to have an increased risk of HIV transmission as condoms are rarely employed, physical trauma to the vagina or rectum may occurs, and there may be a greater risk of concurrent sexually transmitted infections. The percentage of those who are HIV positive and in jail for sexual assault in the United States is roughly 1%. Rough sex appears to increase the risk. Complacency about HIV plays a key role in HIV risk.",,
971,6 Jun 2012 07:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commercial sex exposure impact risk with rates of female-to-male transmission of ~2.4% per act and male-to-female transmission is ~0.08% per act. Sexual assault is believed to have an increased risk of HIV transmission as condoms are rarely employed, physical trauma to the vagina or rectum may occurs, and there may be a greater risk of concurrent sexually transmitted infections. The percentage of those who are HIV positive and in jail for sexual assault in the United States is roughly 1%. Rough sex appears to increase the risk.",,
967,6 Jun 2012 07:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commercial sex exposure impact risk with rates of female-to-male transmission of ~2.4% per act and male-to-female transmission is ~0.08% per act. Sexual assault is believed to have an increased risk of HIV transmission as condoms are rarely employed, physical trauma to the vagina or rectum may occurs, and there may be a greater risk of concurrent sexually transmitted infections. The percentage of those who are HIV positive and in jail for sexual assault in the United States is roughly 1%.",,
966,6 Jun 2012 07:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,7 Jun 2012 04:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. Sexual assault is believed to have an increased risk of HIV transmission as condoms are rarely employed, physical trauma to the vagina or rectum may occurs, and there may be a greater risk of concurrent sexually transmitted infections. The percentage of those who are HIV positive and in jail for sexual assault in the United States is roughly 1%.",,
842,8 Jun 2012 10:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation. A vaginal gel containing tenofovir, a reverse transcriptase inhibitor, when used immediately before sex, reduce infection rates by approximately 40% among Africa women.",,,
801,10 Jun 2012 00:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation. A vaginal gel containing tenofovir, a reverse transcriptase inhibitor, when used immediately before sex, reduce infection rates by approximately 40% among Africa women.","Commercial sex exposure impact risk with rates of female-to-male transmission of ~2.4% per act and male-to-female transmission is ~0.08% per act. Sexual assault is believed to have an increased risk of HIV transmission as condoms are rarely employed, physical trauma to the vagina or rectum may occurs, and there may be a greater risk of concurrent sexually transmitted infections. The percentage of those who are HIV positive and in jail for sexual assault in the United States is roughly 1%.",,
716,15 Jun 2012 12:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation. A vaginal gel containing tenofovir, a reverse transcriptase inhibitor, when used immediately before sex, reduce infection rates by approximately 40% among Africa women.",,,
676,25 Jun 2012 21:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation. A vaginal gel containing tenofovir, a reverse transcriptase inhibitor, when used immediately before sex, reduce infection rates by approximately 40% among Africa women.","Commercial sex exposure impact risk with rates of female-to-male transmission of ~2.4% per act and male-to-female transmission is ~0.08% per act. Sexual assault is believed to have an increased risk of HIV transmission as condoms are rarely employed, physical trauma to the vagina or rectum may occurs, and there may be a greater risk of concurrent sexually transmitted infections. The percentage of those who are HIV positive and in jail for sexual assault in the United States is roughly 1%.",,
673,26 Jun 2012 01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation. A vaginal gel containing tenofovir, a reverse transcriptase inhibitor, when used immediately before sex, reduce infection rates by approximately 40% among Africa women.",,,
672,26 Jun 2012 01:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation. A vaginal gel containing tenofovir, a reverse transcriptase inhibitor, when used immediately before sex, reduce infection rates by approximately 40% among Africa women.",,,
665,27 Jun 2012 07:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9 may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation. A vaginal gel containing tenofovir, a reverse transcriptase inhibitor, when used immediately before sex, reduce infection rates by approximately 40% among African women.","Commercial sex exposure impact risk with rates of female-to-male transmission of ~2.4% per act and male-to-female transmission is ~0.08% per act. Sexual assault is believed to have an increased risk of HIV transmission as condoms are rarely employed, physical trauma to the vagina or rectum may occur, and there may be a greater risk of concurrent sexually transmitted infections. The percentage of those who are HIV positive and in jail for sexual assault in the United States is roughly 1%.",,
659,3 Jul 2012 05:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,31 Jul 2012 09:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of HIV transmission by approximately 80% over the long-term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9 may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation. A vaginal gel containing tenofovir, a reverse transcriptase inhibitor, when used immediately before sex, reduce infection rates by approximately 40% among African women.","Commercial sex exposure impact risk with rates of female-to-male transmission of ~2.4% per act and male-to-female transmission is ~0.08% per act. Sexual assault is believed to have an increased risk of HIV transmission as condoms are rarely employed, physical trauma to the vagina or rectum may occur, and there may be a greater risk of concurrent sexually transmitted infections. The percentage of those who are HIV positive and in jail for sexual assault in the United States is roughly 1%.","HIV/AIDS has great impact on the society and it also leads to many kinds of discrimination. The disease also causes economical damage to the country and people as lack human capital arises. In recent years, the disease also became subject to many religious believes as use of condoms is disregarded by many religious leaders. There also exists many misconceptions about the disease such as the believe that it can be transmitted by causal contact.",
620,31 Jul 2012 11:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HIV/AIDS has great impact on society and it also leads to many kinds of discrimination. The disease also causes economic damage to the country and people as lack human capital arises. In recent years, the disease also became subject to many religious beliefs as use of condoms is discouraged by many religious leaders. There are also many misconceptions about HIV/AIDS such as the belief that it can be transmitted by causal non-sexual contact.",
603,6 Aug 2012 15:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of HIV transmission by approximately 80% over the long term. Where one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9 may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation. A vaginal gel containing tenofovir, a reverse transcriptase inhibitor, when used immediately before sex, reduce infection rates by approximately 40% among African women.","Commercial sex exposure impact risk with rates of female-to-male transmission of ~2.4% per act and male-to-female transmission is ~0.08% per act. Sexual assault is believed to have an increased risk of HIV transmission as condoms are rarely employed, physical trauma to the vagina or rectum may occur, and there may be a greater risk of concurrent sexually transmitted infections. The percentage of those who are HIV positive and in jail for sexual assault in the United States is roughly 1%.",,
